Species CopyNumber PercentMatches FullLength ConsensusLength fr_A_cons fr_T_cons fr_G_cons fr_C_cons fr_A_repeat fr_T_repeat fr_G_repeat fr_C_repeat RepeatsNumber
Procyon_lotor 12.9 83 256 20 7 3 3 7 90 38 38 91 4
Procyon_lotor 10 83 265 26 9 4 4 9 93 39 40 94 4
Procypris_rabaudi 13.5 100 26 2 1 1 0 0 13 14 0 0 2
Procypris_rabaudi 2.3 79 40 19 7 8 1 3 14 18 2 7 2
Proechimys_longicaudatus 11.8 89 319 27 11 6 3 7 125 70 35 90 3
Proechimys_longicaudatus 36.4 85 331 10 4 2 1 3 130 72 36 94 3
Proechimys_longicaudatus 18.8 88 332 18 7 4 2 5 130 72 37 94 3
Profelis_aurata 2.6 99 209 80 28 29 11 12 76 75 29 30 2
Profelis_aurata 22.3 93 175 8 3 1 1 3 64 24 24 64 2
Promethichthys_prometheus 2.7 82 45 17 8 6 1 2 19 19 2 6 1
Propithecus_coquereli 2.2 100 43 20 7 3 4 6 15 6 9 14 2
Propithecus_coquereli 42.8 99 341 8 3 1 1 3 128 54 43 117 2
Propithecus_tattersalli 44.8 98 357 8 3 1 1 3 134 57 45 122 1
Propithecus_verreauxi 43.8 99 349 8 3 1 1 3 131 58 44 117 1
Prosopium_williamsoni 2.9 97 231 81 27 26 7 21 76 74 20 62 2
Prosopium_williamsoni 2 88 31 17 7 2 1 7 13 3 2 14 2
Prosthemadera_novaeseelandiae 2.2 83 41 19 10 0 0 9 18 3 0 21 1
Proteus_anguinus 3.1 96 158 52 7 14 4 27 21 45 13 80 5
Proteus_anguinus 7.3 80 182 24 3 7 2 12 22 51 18 92 5
Proteus_anguinus 2.2 81 164 73 11 19 7 36 22 46 16 81 5
Proteus_anguinus 2.6 94 171 67 24 21 9 13 63 57 22 30 5
Proteus_anguinus 3.7 80 99 28 4 7 2 15 14 27 8 51 5
Protomelas_annectens 2.2 100 25 12 2 2 1 7 4 5 2 15 1
Protopterus_aethiopicus 2.5 89 111 44 14 15 5 10 36 36 15 25 2
Protopterus_aethiopicus 3.1 63 67 21 6 7 3 5 21 23 9 15 2
Protosalanx_hyalocranius 6.4 100 63 10 2 1 2 5 12 7 13 32 1
Przewalskium_albirostris 5.6 67 112 21 11 6 3 1 52 40 14 7 2
Przewalskium_albirostris 4.2 96 166 40 18 15 5 2 75 60 21 11 2
Psettodes_erumei 2 88 32 17 8 6 0 3 15 12 0 6 3
Psettodes_erumei 23.3 100 185 8 5 3 0 0 117 69 0 0 3
Psettodes_erumei 8.7 99 484 56 25 23 2 6 217 198 18 52 3
Pseudalutarius_nasicornis 5 100 39 8 4 3 0 1 20 15 0 5 1
Pseudanthias_dispar 2.2 100 25 12 1 3 1 7 3 6 2 15 1
Pseudaspius_leptocephalus 13.5 100 26 2 1 1 0 0 13 14 0 0 1
Pseudecheneis_sulcata 3.2 82 54 17 11 5 0 1 35 15 0 5 1
Pseudhymenochirus_merlini 2 90 40 21 6 12 1 2 9 25 3 4 3
Pseudhymenochirus_merlini 2.1 88 32 17 10 5 1 1 21 8 2 2 3
Pseudhymenochirus_merlini 8.8 99 680 77 26 32 5 14 228 282 46 125 3
Pseudobrama_simoni 1.9 93 29 16 6 7 2 1 12 13 3 2 1
Pseudocarcharias_kamoharai 1.9 100 24 13 6 6 1 0 12 12 1 0 1
Pseudogyrinocheilus_prochilus 13.5 100 26 2 1 1 0 0 13 14 0 0 1
Pseudohynobius_flavomaculatus 1.9 94 113 59 17 17 15 10 31 34 30 19 1
Pseudohynobius_jinfo 2.1 100 38 19 3 3 2 11 6 6 4 23 2
Pseudohynobius_jinfo 1.9 94 113 59 17 17 15 10 31 34 30 19 2
Pseudohynobius_puxiongensis 1.9 98 113 59 16 21 13 9 30 40 26 18 1
Pseudohynobius_shuichengensis 1.9 98 113 59 16 19 15 9 30 36 30 18 1
Pseudois_nayaur 3.2 87 236 75 31 25 7 12 95 76 27 39 1
Pseudois_schaeferi 2.3 95 169 75 32 26 7 10 70 58 19 23 1
Pseudoplatystoma_corruscans 2 88 31 17 8 4 0 5 16 7 0 9 1
Pseudoplatystoma_magdaleniatum 2.2 86 36 18 8 3 0 7 17 6 0 14 1
Pseudopleuronectes_yokohamae 11.6 99 718 62 20 19 8 15 232 218 92 177 1
Pseudorasbora_elongata 1.9 88 33 18 6 8 1 3 11 16 1 6 1
Pseudorasbora_pumila 2 84 44 23 12 10 0 1 24 20 0 1 1
Pseudorhombus_cinnamoneus 3.4 95 33 10 5 4 0 1 17 15 0 2 3
Pseudorhombus_cinnamoneus 1.9 93 32 17 6 7 3 1 11 14 6 2 3
Pseudorhombus_cinnamoneus 19.5 83 38 2 1 1 0 0 19 17 0 3 3
Pseudotrapelus_sinaitus 2.5 99 452 182 71 66 13 32 179 159 33 82 1
Pseudotriton_ruber 2.8 78 61 23 12 1 0 10 31 3 2 26 2
Pseudotriton_ruber 3.5 82 38 11 6 0 0 5 22 1 0 16 2
Pseudotropheus_crabro 2.3 80 42 18 8 7 0 3 18 19 0 6 1
Psittacara_acuticaudatus_acuticaudatus 2 86 41 21 6 6 0 9 11 14 0 17 1
Psittrichas_fulgidus 2.6 100 30 12 4 8 0 0 10 21 0 0 4
Psittrichas_fulgidus 2.6 100 30 12 4 8 0 0 10 21 0 0 4
Psittrichas_fulgidus 4.2 94 45 11 4 3 2 2 15 13 9 9 4
Psittrichas_fulgidus 4.2 94 45 11 4 3 2 2 15 13 9 9 4
Pterocnemia_pennata 1.9 88 33 17 1 5 0 11 3 10 0 21 2
Pterocnemia_pennata 25.8 100 102 4 3 0 0 1 77 0 0 26 2
Pterocryptis_cochinchinensis 2.5 92 83 34 12 13 5 4 30 32 14 8 1
Pteromys_volans 2.2 77 55 25 9 9 1 6 19 21 3 13 1
Pteronotus_rubiginosus 3.1 100 55 18 5 2 3 8 15 6 10 25 2
Pteronotus_rubiginosus 1.9 100 24 13 5 5 0 3 10 10 0 5 2
Pteroplatytrygon_violacea 2.4 83 60 26 12 10 2 2 26 22 6 7 2
Pteroplatytrygon_violacea 2.9 91 136 47 18 17 1 11 48 53 3 33 2
Pteropus_alecto 42.3 100 253 6 2 1 1 2 85 42 42 85 1
Pteropus_dasymallus 34.3 100 205 6 2 1 1 2 69 34 34 69 1
Pteropus_scapulatus 42.5 100 254 6 2 1 1 2 85 43 42 85 1
Pteropus_vampyrus 9.3 100 55 6 2 1 1 2 19 9 9 19 1
Pterothrissus_gissu 1.9 85 40 21 10 8 1 2 18 17 2 4 1
Pterygoplichthys_disjunctivus 25.5 87 47 2 1 1 0 0 24 24 0 0 2
Pterygoplichthys_disjunctivus 5.4 100 183 34 13 16 3 2 70 87 16 11 2
Ptychidio_jordani 13.5 100 26 2 1 1 0 0 13 14 0 0 1
Ptychobarbus_dipogon 3.7 86 119 33 3 2 17 11 12 12 58 38 3
Ptychobarbus_dipogon 12.5 100 24 2 1 1 0 0 12 13 0 0 3
Ptychobarbus_dipogon 4.2 83 133 31 3 2 14 12 13 14 66 41 3
Ptychobarbus_kaznakovi 4.1 96 224 56 21 19 5 11 82 77 22 44 2
Ptychobarbus_kaznakovi 12.5 100 24 2 1 1 0 0 12 13 0 0 2
Pucrasia_macrolopha 2.3 100 27 12 1 11 0 0 2 26 0 0 2
Pucrasia_macrolopha 2 93 28 15 2 4 0 9 4 8 0 17 2
Pudu_mephistophiles 2.1 92 156 75 34 24 6 11 67 52 16 22 1
Pudu_puda 2 85 51 26 10 11 3 2 19 22 6 5 2
Pudu_puda 1.9 83 49 26 10 10 3 3 17 21 6 6 2
Puma_yagouaroundi 6.6 86 50 8 3 2 1 2 19 10 6 16 4
Puma_yagouaroundi 8.8 90 116 15 6 3 2 4 41 21 17 38 4
Puma_yagouaroundi 4.3 88 130 31 12 4 4 11 47 22 19 43 4
Puma_yagouaroundi 17.2 92 108 6 2 1 1 2 38 18 17 36 4
Pundamilia_nyererei 2.2 100 25 12 2 2 1 7 4 5 2 15 2
Pundamilia_nyererei 1.9 84 367 193 60 63 19 51 102 132 46 88 2
Pungitius_hellenicus 3 88 230 78 26 25 9 18 75 73 28 55 2
Pungitius_hellenicus 1.9 88 33 18 9 6 0 3 15 13 0 6 2
Pungitius_kaibarae 1.9 88 33 18 9 6 0 3 15 13 0 6 1
Pungitius_platygaster 1.9 88 33 18 9 6 0 3 15 13 0 6 1
Pungitius_pungitius 1.9 88 33 18 9 6 0 3 15 13 0 6 1
Pungitius_sinensis 1.9 88 33 18 9 6 0 3 15 13 0 6 1
Pungitius_tymensis 1.9 88 33 18 9 6 0 3 15 13 0 6 1
Puntius_semifasciolatus 19 100 37 2 1 1 0 0 19 19 0 0 1
Puntius_snyderi 2.1 86 38 18 12 4 0 2 26 9 0 4 2
Puntius_snyderi 14 100 27 2 1 1 0 0 14 14 0 0 2
Pusa_caspica 24.3 75 141 6 2 1 1 2 47 19 24 52 3
Pusa_caspica 7.3 88 283 38 12 4 7 15 91 33 51 109 3
Pusa_caspica 21.3 69 262 12 4 1 2 5 85 31 46 101 3
Pusa_hispida 8.9 84 91 10 3 3 2 2 28 23 19 22 4
Pusa_hispida 9.6 88 264 28 9 5 5 9 85 49 48 83 4
Pusa_hispida 12.5 81 275 22 7 3 4 8 88 51 50 87 4
Pusa_hispida 50.8 77 280 6 2 1 1 2 90 52 51 88 4
Pusa_sibirica 3 83 33 12 5 1 1 5 14 3 3 14 4
Pusa_sibirica 16.4 84 163 10 4 1 1 4 54 23 28 59 4
Pusa_sibirica 2.6 84 51 20 8 3 3 6 16 11 11 14 4
Pusa_sibirica 30.7 90 306 10 2 2 3 3 79 55 74 99 4
Pycnonotus_sinensis 1.9 93 29 16 7 1 0 8 13 2 0 15 1
Pycnonotus_taivanus 1.9 93 29 16 7 1 0 8 13 2 0 15 1
Pygoscelis_adeliae 69.5 100 277 4 3 0 0 1 208 0 0 70 2
Pygoscelis_adeliae 4.8 98 385 81 24 33 6 18 117 153 28 88 2
Pyrrhocorax_pyrrhocorax 2.3 90 34 15 13 1 0 1 29 3 1 2 1
Pyrrhura_rupicola 4 90 39 10 6 2 0 2 23 8 0 9 1
Python_bivittatus 3.8 99 333 87 31 32 8 16 120 121 32 61 6
Python_bivittatus 3.8 99 333 87 31 32 8 16 120 121 32 61 6
Python_bivittatus 3.9 98 343 88 31 33 8 16 121 129 32 62 6
Python_bivittatus 3.9 98 343 88 31 33 8 16 121 129 32 62 6
Python_bivittatus 2 99 341 175 62 65 16 32 121 127 32 62 6
Python_bivittatus 2 99 341 175 62 65 16 32 121 127 32 62 6
Pythonichthys_microphthalmus 2 100 803 402 117 117 71 97 234 234 142 194 1
Quasipaa_boulengeri 4.9 100 424 87 30 33 5 19 146 160 25 94 5
Quasipaa_boulengeri 2 100 178 89 26 27 6 30 52 54 13 60 5
Quasipaa_boulengeri 3.8 84 38 10 5 5 0 0 19 19 1 0 5
Quasipaa_boulengeri 19.9 97 196 10 3 6 1 0 57 120 20 0 5
Quasipaa_boulengeri 3.2 91 34 11 5 6 0 0 15 19 1 0 5
Quasipaa_spinosa 2 91 45 23 9 6 5 3 16 12 11 7 3
Quasipaa_spinosa 4.4 100 506 116 40 43 6 27 176 185 26 120 3
Quasipaa_spinosa 71.9 99 663 9 3 4 1 1 191 305 96 72 3
Quasipaa_yei 3.8 100 445 118 38 46 7 27 145 173 28 100 1
Rafetus_swinhoei 13.8 85 128 9 4 5 0 0 55 69 1 4 5
Rafetus_swinhoei 9.3 100 464 50 12 19 5 14 111 180 45 129 5
Rafetus_swinhoei 22.8 81 128 6 3 3 0 0 55 69 1 4 5
Rafetus_swinhoei 8.9 85 119 13 6 7 0 0 52 64 0 4 5
Rafetus_swinhoei 34.3 75 128 4 2 2 0 0 55 69 1 4 5
Raiamas_guttatus 17 100 33 2 1 1 0 0 17 17 0 0 1
Raiamas_senegalensis 18 100 35 2 1 1 0 0 18 18 0 0 2
Raiamas_senegalensis 3.7 100 448 122 43 38 17 24 156 141 62 90 2
Rallina_eurizonoides_sepiaria 2.6 90 33 13 2 11 0 0 3 30 0 1 2
Rallina_eurizonoides_sepiaria 3.5 78 41 12 2 10 0 0 6 35 0 1 2
Rana_amurensis 3.8 100 74 20 6 4 2 8 21 16 8 30 6
Rana_amurensis 3.8 100 74 20 6 4 2 8 21 16 8 30 6
Rana_amurensis 2.9 98 280 96 25 32 14 25 74 95 39 73 6
Rana_amurensis 2.9 98 280 96 25 32 14 25 74 95 39 73 6
Rana_amurensis 26.4 99 1003 38 13 17 3 5 340 448 85 131 6
Rana_amurensis 26.4 99 1003 38 13 17 3 5 340 448 85 131 6
Rana_catesbeiana 9.1 100 99 11 2 8 1 0 18 73 9 0 2
Rana_catesbeiana 7.3 100 293 40 15 19 1 5 111 140 7 36 2
Rana_draytonii 3.7 88 56 15 1 14 0 0 5 52 0 0 5
Rana_draytonii 57 82 56 1 0 1 0 0 5 52 0 0 5
Rana_draytonii 3.5 88 56 16 1 15 0 0 5 52 0 0 5
Rana_draytonii 2.1 90 59 30 3 25 1 1 5 53 1 1 5
Rana_draytonii 2 100 180 92 26 40 9 17 50 80 17 34 5
Rana_dybowskii 2.1 100 84 41 16 19 2 4 33 40 4 8 5
Rana_dybowskii 15.1 100 285 19 6 9 2 2 90 136 30 30 5
Rana_dybowskii 5.3 94 336 61 20 17 7 17 109 99 35 94 5
Rana_dybowskii 18.7 99 186 10 3 4 3 0 63 76 48 0 5
Rana_dybowskii 9.8 81 318 34 11 11 3 9 106 98 31 84 5
Rana_huanrensis 3.4 93 323 94 24 28 13 29 87 98 43 96 3
Rana_huanrensis 16.7 98 1229 75 23 26 6 20 371 434 102 323 3
Rana_huanrensis 8.2 99 326 40 13 18 2 7 108 147 16 56 3
Rana_kunyuensis 2.1 99 266 127 31 33 20 43 63 71 43 90 20
Rana_kunyuensis 2.1 99 266 127 31 33 20 43 63 71 43 90 20
Rana_kunyuensis 2 94 192 94 34 27 10 23 67 56 23 47 20
Rana_kunyuensis 2 94 192 94 34 27 10 23 67 56 23 47 20
Rana_kunyuensis 1.8 98 227 124 42 32 16 34 76 61 29 62 20
Rana_kunyuensis 1.8 98 227 124 42 32 16 34 76 61 29 62 20
Rana_kunyuensis 13.9 100 124 9 2 4 0 3 27 56 0 42 20
Rana_kunyuensis 13.9 100 124 9 2 4 0 3 27 56 0 42 20
Rana_kunyuensis 11.3 100 112 10 6 2 1 1 67 23 11 12 20
Rana_kunyuensis 11.3 100 112 10 6 2 1 1 67 23 11 12 20
Rana_kunyuensis 27.2 99 1007 37 9 18 5 5 286 492 108 122 20
Rana_kunyuensis 27.2 99 1007 37 9 18 5 5 286 492 108 122 20
Rana_kunyuensis 38.9 99 1439 37 11 18 3 5 440 701 116 183 20
Rana_kunyuensis 38.9 99 1439 37 11 18 3 5 440 701 116 183 20
Rana_kunyuensis 2.2 98 275 127 31 33 20 43 64 73 44 95 20
Rana_kunyuensis 2.2 98 275 127 31 33 20 43 64 73 44 95 20
Rana_kunyuensis 32.5 99 421 13 6 3 2 2 205 96 55 66 20
Rana_kunyuensis 32.5 99 421 13 6 3 2 2 205 96 55 66 20
Rana_kunyuensis 3.4 95 33 10 4 2 0 4 12 8 0 14 20
Rana_kunyuensis 3.4 95 33 10 4 2 0 4 12 8 0 14 20
Rana_okaloosae 2 90 40 21 9 8 1 3 17 16 3 5 2
Rana_okaloosae 4.9 97 190 39 15 18 2 4 72 88 10 21 2
Rangifer_tarandus 2.3 90 34 15 8 3 0 4 15 8 0 12 1
Ranodon_sibiricus 3.3 95 55 17 4 3 2 8 13 11 6 26 3
Ranodon_sibiricus 2.5 88 55 22 10 10 0 2 24 28 1 3 3
Ranodon_sibiricus 1.9 98 113 59 16 21 13 9 30 40 26 18 3
Rasbora_daniconius 2.6 88 53 21 7 8 3 3 18 23 7 6 2
Rasbora_daniconius 1.9 98 106 55 16 6 11 22 30 12 21 44 2
Rasbora_steineri 1.9 84 39 21 8 7 3 3 15 15 5 5 1
Rasbora_trilineata 2 99 278 139 43 48 16 32 86 95 32 66 2
Rasbora_trilineata 2.2 88 146 68 25 21 8 14 51 50 19 27 2
Rasbora_vaterifloris 2 89 35 18 7 4 0 7 14 9 0 13 1
Rattus_exulans 2.3 90 34 15 12 1 0 2 26 4 1 4 1
Rattus_fuscipes 1.9 100 26 14 9 0 0 5 18 0 0 9 1
Rattus_leucopus 2.3 90 34 15 12 1 0 2 26 3 1 5 1
Recurvirostra_avosetta 35.3 100 140 4 3 0 0 1 106 0 0 35 1
Redunca_fulvorufula 2.1 86 38 19 9 7 2 1 17 16 4 2 1
Regulus_calendula 2.3 89 33 15 5 2 2 6 11 5 5 13 1
Regulus_regulus 2 100 27 14 12 1 0 1 24 2 0 2 1
Reinhardtius_hippoglossoides 20.3 99 1238 61 22 17 6 16 446 347 121 325 1
Remiz_consobrinus 3.4 71 54 16 0 12 2 2 1 40 7 7 6
Remiz_consobrinus 2 90 41 22 1 14 4 3 1 29 6 6 6
Remiz_consobrinus 2.2 86 37 17 5 0 0 12 12 0 0 26 6
Remiz_consobrinus 2.8 76 44 16 1 11 2 2 2 33 5 5 6
Remiz_consobrinus 2.7 81 45 17 7 0 0 10 16 1 0 29 6
Remiz_consobrinus 2.2 89 32 15 5 0 0 10 11 0 0 22 6
Rena_humilis 2 90 38 20 7 11 0 2 13 22 0 4 3
Rena_humilis 2 89 37 20 7 10 0 3 13 21 0 4 3
Rena_humilis 2.1 85 36 18 10 4 0 4 22 6 0 9 3
Rexea_nakamurai 19.8 99 336 17 8 5 1 3 160 100 19 58 1
Rhabdophis_tigrinus 1.9 89 39 21 10 6 0 5 18 13 0 9 2
Rhabdophis_tigrinus 1.9 89 39 21 10 6 0 5 18 13 0 9 2
Rhabdosargus_sarba 2 100 35 18 8 8 1 1 16 16 2 2 2
Rhabdosargus_sarba 2.4 88 43 18 8 6 2 2 19 17 4 4 2
Rhacophorus_dennysi 19.6 64 399 19 9 7 1 2 163 155 32 50 10
Rhacophorus_dennysi 2.4 84 104 44 18 13 4 9 41 37 10 17 10
Rhacophorus_dennysi 2 86 213 108 45 38 7 18 80 80 23 31 10
Rhacophorus_dennysi 1.8 99 453 248 100 96 20 32 182 176 37 59 10
Rhacophorus_dennysi 2.3 96 98 44 16 16 5 7 37 35 11 16 10
Rhacophorus_dennysi 2.1 98 137 65 24 24 7 10 51 52 14 21 10
Rhacophorus_dennysi 6.7 74 145 22 8 10 2 2 54 55 16 21 10
Rhacophorus_dennysi 7.3 99 453 62 25 24 5 8 182 176 37 59 10
Rhacophorus_dennysi 3.5 76 77 22 8 6 3 5 29 26 9 14 10
Rhacophorus_dennysi 10.3 100 390 38 13 16 3 6 133 166 31 61 10
Rhacophorus_schlegelii 2.6 91 56 22 9 7 1 5 22 20 3 12 14
Rhacophorus_schlegelii 2.6 91 56 22 9 7 1 5 22 20 3 12 14
Rhacophorus_schlegelii 2.8 99 210 76 28 33 4 11 78 93 11 29 14
Rhacophorus_schlegelii 2.8 99 210 76 28 33 4 11 78 93 11 29 14
Rhacophorus_schlegelii 5.4 87 208 40 14 19 2 5 77 93 11 28 14
Rhacophorus_schlegelii 5.4 87 208 40 14 19 2 5 77 93 11 28 14
Rhacophorus_schlegelii 62.1 99 1189 20 9 7 2 2 532 407 125 126 14
Rhacophorus_schlegelii 62.1 99 1189 20 9 7 2 2 532 407 125 126 14
Rhacophorus_schlegelii 2.3 94 181 78 28 34 4 12 67 80 9 26 14
Rhacophorus_schlegelii 2.3 94 181 78 28 34 4 12 67 80 9 26 14
Rhacophorus_schlegelii 92.9 97 1019 11 3 6 2 0 282 484 205 49 14
Rhacophorus_schlegelii 92.9 97 1019 11 3 6 2 0 282 484 205 49 14
Rhacophorus_schlegelii 4.7 93 181 40 14 18 2 6 67 80 9 26 14
Rhacophorus_schlegelii 4.7 93 181 40 14 18 2 6 67 80 9 26 14
Rhea_americana 2.1 83 53 26 10 6 7 3 20 10 15 9 3
Rhea_americana 19 100 75 4 3 0 0 1 57 0 0 19 3
Rhea_americana 1.9 94 33 18 6 5 1 6 12 9 1 12 3
Rhina_ancylostoma 7.1 99 327 46 15 20 1 10 108 140 7 73 2
Rhina_ancylostoma 4.9 100 233 48 19 17 1 11 92 83 5 54 2
Rhinatrema_bivittatum 2.4 100 30 13 2 10 0 1 4 25 0 2 1
Rhincodon_typus 2 98 427 211 72 86 12 41 145 176 26 81 2
Rhincodon_typus 2.2 100 119 54 16 22 5 11 34 50 12 24 2
Rhineura_floridana 3.1 96 36 12 4 2 1 5 12 6 3 16 4
Rhineura_floridana 2 85 40 21 4 3 7 7 7 6 15 13 4
Rhineura_floridana 7.4 69 278 37 18 16 1 2 118 120 15 26 4
Rhineura_floridana 4 95 306 76 32 33 4 7 130 130 17 30 4
Rhinoceros_unicornis 36.5 100 291 8 3 2 1 2 110 72 36 74 2
Rhinoceros_unicornis 2.1 85 36 19 9 6 2 2 18 10 5 4 2
Rhinogobius_cliffordpopei 2.1 93 29 15 2 7 0 6 4 13 0 13 2
Rhinogobius_cliffordpopei 2.8 74 49 18 4 3 2 9 11 9 7 23 2
Rhinogobius_giurinus 2.4 87 39 17 6 7 2 2 15 17 2 6 1
Rhinolophus_ferrumequinum_korai 2 88 34 18 4 7 1 6 8 13 3 11 2
Rhinolophus_ferrumequinum_korai 18.5 99 203 11 3 2 3 3 56 36 55 57 2
Rhinolophus_ferrumequinum_quelpartis 21.5 98 236 11 3 2 3 3 65 37 64 71 2
Rhinolophus_ferrumequinum_quelpartis 2 88 34 18 4 7 1 6 8 13 3 11 2
Rhinolophus_formosae 2 100 37 19 7 6 2 4 14 12 4 8 2
Rhinolophus_formosae 40.7 100 243 6 2 1 1 2 81 40 41 82 2
Rhinolophus_luctus 10.7 100 117 11 2 2 3 4 20 22 33 43 1
Rhinolophus_macrotis 2.2 86 37 19 8 7 3 1 16 15 5 2 2
Rhinolophus_macrotis 18.1 100 198 11 3 2 3 3 54 36 54 55 2
Rhinolophus_monoceros 19 91 208 11 4 1 2 4 71 19 43 76 1
Rhinolophus_pumilus 1.9 85 39 21 7 9 0 5 12 19 0 9 2
Rhinolophus_pumilus 21 94 230 11 4 1 2 4 77 21 49 84 2
Rhinolophus_rex 18.6 100 204 11 3 2 3 3 57 36 55 57 1
Rhinophrynus_dorsalis 29.1 82 232 8 4 3 0 1 100 88 17 28 2
Rhinophrynus_dorsalis 7.4 100 124 17 5 6 4 2 37 45 28 15 2
Rhinophylla_pumilio 7.6 91 177 24 6 5 8 5 41 35 63 39 2
Rhinophylla_pumilio 14.9 79 174 12 3 2 4 3 41 34 62 38 2
Rhipidura_fuliginosa 2 86 43 23 13 5 0 5 23 10 0 11 1
Rhodeus_sericeus 2.3 100 27 12 7 3 1 1 18 6 2 2 1
Rhynchactis_macrothrix 11.5 100 275 24 12 8 4 0 139 92 45 0 2
Rhynchactis_macrothrix 2 95 535 268 73 70 44 81 143 145 91 157 2
Rhynchobatus_australiae 3 79 137 47 15 19 2 11 47 56 7 28 1
Rhynchocypris_percnurus_mantschuricus 12.5 100 24 2 1 1 0 0 12 13 0 0 1
Rhynchocypris_percnurus_sachalinensis 12.5 100 24 2 1 1 0 0 12 13 0 0 1
Rhyncholestes_raphanurus 50.5 98 302 6 1 2 2 1 51 100 91 61 1
Rhynchopsitta_terrisi 2.7 88 51 19 10 3 1 5 27 10 2 13 1
Rhynochetos_jubatus 10 83 220 22 8 9 4 1 74 87 41 19 2
Rhynochetos_jubatus 3.1 89 202 66 22 27 12 5 68 78 38 19 2
Rita_rita 1.9 90 64 34 13 12 5 4 24 25 9 7 1
Robinsia_catherinae 2.1 85 85 41 16 19 3 3 30 41 9 6 4
Robinsia_catherinae 3.9 80 75 18 6 10 1 1 26 38 7 5 4
Robinsia_catherinae 3.5 81 67 19 7 9 2 1 24 34 7 3 4
Robinsia_catherinae 2.6 84 38 14 10 0 0 4 27 1 1 10 4
Romanogobio_tenuicorpus 3.5 74 59 18 7 7 2 2 24 26 6 4 1
Rousettus_aegyptiacus 23.4 100 280 12 4 2 2 4 94 47 46 94 1
Rucervus_duvaucelii 2.1 92 53 26 10 11 2 3 18 23 6 7 1
Rugosa_emeljanovi 2.1 99 189 90 39 37 3 11 82 77 8 23 3
Rugosa_emeljanovi 63.9 91 778 12 3 6 3 0 240 375 150 14 3
Rugosa_emeljanovi 8.5 100 101 12 4 4 1 3 35 34 8 25 3
Rugosa_tientaiensis 1.9 91 333 180 75 71 12 22 138 136 22 38 6
Rugosa_tientaiensis 65.1 95 620 10 4 3 0 3 265 200 16 140 6
Rugosa_tientaiensis 5.1 65 233 48 19 21 3 5 95 99 15 25 6
Rugosa_tientaiensis 11.1 83 186 16 8 5 0 3 87 60 0 40 6
Rugosa_tientaiensis 5.1 64 224 40 17 16 2 5 93 92 15 25 6
Rugosa_tientaiensis 3.2 100 288 90 37 37 6 10 119 118 20 32 6
Rupicapra_rupicapra 2.1 100 24 12 3 2 1 6 6 4 2 13 1
Rusa_timorensis 3.2 74 127 39 18 14 5 2 53 40 21 14 2
Rusa_timorensis 2.8 88 39 14 6 1 0 7 17 6 0 17 2
Rusa_unicolor_swinhoei 5.2 95 206 40 18 14 5 3 92 74 27 14 1
Ruvettus_pretiosus 2.3 86 38 17 6 7 2 2 14 17 2 6 1
Sacalia_bealei 15.3 71 131 10 5 5 0 0 55 77 0 0 3
Sacalia_bealei 2 93 29 15 10 2 0 3 19 4 1 6 3
Sacalia_bealei 25.2 96 130 5 2 3 0 0 54 77 0 0 3
Sacalia_quadriocellata 2 93 29 15 10 2 0 3 19 4 1 6 4
Sacalia_quadriocellata 24.6 93 130 5 2 3 0 0 55 76 0 0 4
Sacalia_quadriocellata 14.9 73 129 10 5 5 0 0 55 75 0 0 4
Sacalia_quadriocellata 1.9 99 535 286 93 65 54 74 177 123 99 137 4
Saccopharynx_lavenbergi 3.5 89 75 22 8 8 3 3 28 26 11 11 5
Saccopharynx_lavenbergi 6.5 98 224 35 12 15 4 4 74 97 28 26 5
Saccopharynx_lavenbergi 5.9 96 202 35 11 15 5 4 65 87 27 24 5
Saccopharynx_lavenbergi 2.4 80 66 28 15 2 2 9 36 7 4 20 5
Saccopharynx_lavenbergi 3.5 92 75 22 8 8 3 3 27 27 11 11 5
Sagamichthys_abei 1.9 85 51 27 12 1 3 11 22 1 7 22 1
Sagittarius_serpentarius 18.3 100 72 4 2 0 1 1 37 0 18 18 5
Sagittarius_serpentarius 2.3 82 51 23 12 7 2 2 24 19 4 5 5
Sagittarius_serpentarius 2.2 100 25 12 2 5 2 3 4 12 4 6 5
Sagittarius_serpentarius 3.4 80 42 12 5 0 0 7 15 1 1 26 5
Sagittarius_serpentarius 2 90 44 23 11 9 1 2 20 17 3 5 5
Sahyadria_chalakkudiensis 3 95 238 80 37 24 6 13 111 72 18 38 3
Sahyadria_chalakkudiensis 9.9 96 326 33 12 12 3 6 117 121 32 57 3
Sahyadria_chalakkudiensis 44 80 84 2 1 1 0 0 38 43 3 1 3
Sahyadria_denisonii 1.9 93 29 16 6 7 2 1 12 13 3 2 7
Sahyadria_denisonii 1.9 93 29 16 6 7 2 1 12 13 3 2 7
Sahyadria_denisonii 6.1 100 487 80 33 30 8 9 201 183 49 55 7
Sahyadria_denisonii 1.9 93 29 16 6 7 2 1 12 13 3 2 7
Sahyadria_denisonii 1.9 93 29 16 6 7 2 1 12 13 3 2 7
Sahyadria_denisonii 1.9 93 29 16 6 7 2 1 12 13 3 2 7
Sahyadria_denisonii 1.9 93 29 16 6 7 2 1 12 13 3 2 7
Samariscus_latus 12 100 95 8 4 3 1 0 48 36 12 0 2
Samariscus_latus 12 100 95 8 4 3 1 0 48 36 12 0 2
Sander_canadensis 5.8 100 57 10 3 4 2 1 17 23 12 6 1
